path,directory,filename,extension,size_bytes,line_count,category,status,purpose,entry_point,imported_by,imports,input_artifacts,output_artifacts,environment_variables,safety_notes,related_files,generated,source_control_recommended,confidence,notes
scripts/run_live_3m_prediction_loop.py,scripts,run_live_3m_prediction_loop.py,.py,15611,397,orchestrator,tracked,Run live 3m prediction loop script/module.,yes,,live_3m_model_utils; numpy; os; pandas; pathlib; subprocess; sys; time,csv inputs; model.json,csv reports; model.json; txt/json reports,LOOKBACK; LOOP_SECONDS; MAX_NEW_PREDICTIONS_PER_RUN; PRIMARY_VENUE; RUN_LABELER_IN_LOOP; RUN_ONCE; RUN_TRAINER_IN_LOOP; SYMBOL; TRAIN_EVERY_MINUTES,,scripts/backtest_1m_flow_predictions.py; scripts/backtest_ensemble_predictions.py; scripts/evaluate_tiny_price_ensemble_live_predictions.py; scripts/evaluate_tiny_price_predictions.py; scripts/label_live_3m_predictions.py; scripts/refresh_tiny_price_forward_test_predictions.py; scripts/replay_tiny_price_live_predictions.py; scripts/run_live_1s_order_flow_prediction_loop.py; scripts/show_hierarchy_mediator_prediction.py; scripts/show_latest_10s_microstructure_prediction.py; scripts/show_latest_1s_order_flow_prediction.py; scripts/show_latest_live_prediction.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/run_live_system.py,scripts,run_live_system.py,.py,35727,864,orchestrator,tracked,Run live system script/module.,yes,,dataclasses; os; pathlib; signal; subprocess; sys; threading; time,data/realtime,data/realtime,ENABLE_FLOW_1S_LOOPS; ENABLE_HTF_UPDATERS; ENABLE_LIVE_LOOPS; ENABLE_MARKET_STACK; ENABLE_MICRO_BUILDERS; ENABLE_PRICE_TINY_SHADOW_POOL; ENABLE_RECORDERS; ENABLE_REGIME_UPDATERS; ENABLE_SHADOW_POOL; FLOW_1S_LOOP_SECONDS; FLOW_1S_MODEL_SELECTION; FLOW_1S_TRAIN_SECONDS; HTF_UPDATE_SECONDS; LOOP_SECONDS; MAX_MICRO_SNAPSHOTS; MEDIATOR_BUILD_SECONDS; MEDIATOR_TRAIN_SECONDS; MICRO_10S_TRAIN_SECONDS; MICRO_ALLOW_GROUP_DISAGREEMENT; MICRO_BUILD_SECONDS; MICRO_MODEL_SELECTION; MICRO_RUN_FLOW_1S_ABLATION; ORDER_BOOK_DEPTH; OUTPUT_DIR; PRICE_TINY_BUILD_SECONDS; PRICE_TINY_ENSEMBLE_SHOW_SECONDS; PRICE_TINY_MODEL_PATH; PRICE_TINY_PRIMARY_VENUES; PRICE_TINY_SHADOW_ALLOW_PROMOTION; PRICE_TINY_SHADOW_EVALUATE_SECONDS; PRICE_TINY_SHADOW_SHOW_SECONDS; PRICE_TINY_SHOW_SECONDS; PRICE_TINY_SYMBOLS; PRICE_TINY_TRAIN_ALLOWED_MODEL_TYPES; PRICE_TINY_TRAIN_SECONDS; PRIMARY_VENUE; PROMOTE_BEST; REGIME_UPDATE_SECONDS; RESTART_DELAY_SECONDS; SNAPSHOT_INTERVAL_SECONDS; STACK_LOOP_SECONDS; STOP_TIMEOUT_SECONDS; SYMBOL; SYMBOLS; TRAIN_EVERY_MINUTES; VENUE; VENUES,paper-only/no-orders language present; promotion/champion mutation terms present; audit before operational use,scripts/run_overnight_paper_system.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/run_overnight_paper_system.py,scripts,run_overnight_paper_system.py,.py,14637,408,orchestrator,tracked,Run overnight paper system script/module.,yes,,csv; dataclasses; os; pathlib; signal; subprocess; sys; threading; time,csv inputs,csv reports,ENABLE_FLOW_1S_LOOPS; ENABLE_HTF_UPDATERS; ENABLE_LIVE_LOOPS; HIERARCHY_LOG_INTERVAL_SECONDS; NIGHT_MARKET_STACK_SECONDS; NIGHT_REGIME_UPDATE_SECONDS; NIGHT_RUN_ENABLE_MARKET_STACK; NIGHT_RUN_ENABLE_MICRO_BUILD; NIGHT_RUN_ENABLE_MICRO_TRAIN; NIGHT_RUN_MICRO_TRAIN_EVERY_MINUTES; NIGHT_RUN_STOP_TIMEOUT_SECONDS; NIGHT_STATUS_SECONDS; ORDER_BOOK_DEPTH; OUTPUT_DIR; PRIMARY_VENUE; SNAPSHOT_INTERVAL_SECONDS; SYMBOL; SYMBOLS; VENUES,,scripts/log_live_paper_signal_snapshot.py; scripts/run_live_system.py; scripts/tiny/freeze_rawseq_paper_champion.py; scripts/tiny/report_rawseq_overnight_grid_triage.py; scripts/tiny/run_frozen_shadow_candidate_forward_paper.py; scripts/update_tiny_paper_champion_policy.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/run_realtime_kraken_multi_recorder.js,scripts,run_realtime_kraken_multi_recorder.js,.js,2606,84,node/browser app,tracked,Run realtime kraken multi recorder script/module.,no,,child_process; path,,,CROSS_ASSET_SYMBOLS; KRAKEN_MULTI_RESPECT_SYMBOLS; KRAKEN_MULTI_SYMBOLS; MULTI_RECORDER_SYMBOLS; RECORDER_COMPACT_CONSOLE; SNAPSHOT_INTERVAL_SECONDS; SYMBOLS,,scripts/build_multi_source_tiny_price_training_rows.py; scripts/check_tiny_multisymbol_readiness.py; scripts/compact_tiny_realtime_artifacts.py; scripts/fetch_kraken_trade_history.py; scripts/predict_realtime_flow.js; scripts/prepare_binance_1m_candles_multi.py; scripts/realtimeFlowFeatures.js; scripts/record_realtime_market_data.js; scripts/report_tiny_multisymbol_blocker_drilldown.py; scripts/split_realtime_snapshots.py; scripts/train_realtime_flow_model.js; scripts/validate_realtime_flow_data.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/run_simulated_tiny_price_cycle.py,scripts,run_simulated_tiny_price_cycle.py,.py,432,15,orchestrator,tracked,Compatibility launcher for scripts/tiny/simulation/run_simulated_tiny_price_cycle.py.,yes,,__future__; pathlib; runpy,,,,,scripts/backtest_pinned_tiny_price_ensemble_on_snapshots.py; scripts/bootstrap_tiny_price_champion.py; scripts/build_combined_simulated_market_dataset.py; scripts/build_multi_source_tiny_price_training_rows.py; scripts/build_tiny_price_ta_labels.py; scripts/build_tiny_price_technical_features.py; scripts/build_tiny_price_training_rows.py; scripts/diagnose_tiny_price_v2_candidate.py; scripts/discover_tiny_price_technical_rules.py; scripts/evaluate_tiny_price_ensemble.py; scripts/evaluate_tiny_price_ensemble_live_predictions.py; scripts/evaluate_tiny_price_predictions.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/run_tiny_broader_horizon_challenger_sweep.py,scripts,run_tiny_broader_horizon_challenger_sweep.py,.py,27112,519,orchestrator,tracked,Paper-only broad-horizon challenger sweep with macro-event ablation.,yes,,__future__; datetime; json; math; numpy; os; pandas; pathlib; run_tiny_raw_model_challenger_sweep; tiny_io; typing,csv inputs,csv reports; txt/json reports,PRIMARY_VENUE; SYMBOL; TINY_BROAD_SWEEP_CONTEXT_PATH; TINY_BROAD_SWEEP_LABEL_PATH; TINY_BROAD_SWEEP_MACRO_PATH; TINY_BROAD_SWEEP_MAX_FINAL_ROWS; TINY_BROAD_SWEEP_MAX_TECH_FEATURES; TINY_BROAD_SWEEP_MAX_TRAIN_ROWS; TINY_BROAD_SWEEP_MAX_VALIDATION_ROWS; TINY_BROAD_SWEEP_MIN_SAMPLE_ROWS; TINY_BROAD_SWEEP_MODEL_FAMILIES; TINY_BROAD_SWEEP_SNAPSHOT_PATH; TINY_BROAD_SWEEP_TECH_PATH,paper-only/no-orders language present; promotion/champion mutation terms present; audit before operational use,scripts/build_tiny_broader_horizon_labels.py; scripts/report_tiny_broader_horizon_ablation_verdict.py; scripts/report_tiny_broader_horizon_drawdown_decomposition.py; scripts/report_tiny_broader_horizon_forward_veto_shadow.py; scripts/report_tiny_broader_horizon_shadow.py; scripts/report_tiny_model_challenger_promotion.py; scripts/run_tiny_raw_model_challenger_sweep.py; scripts/run_tiny_temporal_surface_epoch_challenger_sweep.py; scripts/smoke_pinned_tiny_price_challenger.py; scripts/train_pinned_tiny_price_challenger.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/run_tiny_cross_asset_feature_ablation.py,scripts,run_tiny_cross_asset_feature_ablation.py,.py,39308,774,orchestrator,tracked,Paper-only SOLUSDT cross-asset feature ablation.,yes,,__future__; datetime; json; math; numpy; os; pandas; pathlib; tiny_io; tiny_paths; typing,,,PRIMARY_VENUE; SYMBOL; TINY_CROSS_ASSET_ABLATION_LOGISTIC_ITERS; TINY_CROSS_ASSET_ABLATION_LOGISTIC_LR; TINY_CROSS_ASSET_ABLATION_MAX_TECH_FEATURES; TINY_CROSS_ASSET_ABLATION_RIDGE_ALPHA; TINY_CROSS_ASSET_ABLATION_WRITE_ROWS,paper-only/no-orders language present; promotion/champion mutation terms present; audit before operational use,scripts/build_15m_regime_features.py; scripts/build_1m_flow_features.py; scripts/build_30m_regime_features.py; scripts/build_5m_cross_asset_context_training_rows.py; scripts/build_cross_venue_features.py; scripts/build_htf_context_features.py; scripts/build_tiny_macro_event_features.py; scripts/build_tiny_price_technical_features.py; scripts/build_tiny_temporal_surface_features.py; scripts/evaluate_5m_cross_asset_context.py; scripts/evaluate_tiny_regime_meta_feature_ablation.py; scripts/predict_5m_cross_asset_context.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/run_tiny_price_feature_ablation_walk_forward.py,scripts,run_tiny_price_feature_ablation_walk_forward.py,.py,10280,269,orchestrator,tracked,Run tiny price feature ablation walk forward script/module.,yes,,csv; numpy; os; pandas; pandas.errors; pathlib; subprocess; sys; tiny_price_feature_utils,csv inputs,csv reports; txt/json reports,OUTPUT_DIR; PRICE_TINY_FEATURE_ABLATION_GROUP_SETS; PRICE_TINY_FEATURE_ABLATION_TARGET_SPEC; PRICE_TINY_TARGET_SPEC; PRIMARY_VENUE; SYMBOL,paper-only/no-orders language present; promotion/champion mutation terms present; audit before operational use,scripts/backtest_pinned_tiny_price_ensemble_on_snapshots.py; scripts/bootstrap_tiny_price_champion.py; scripts/build_15m_regime_features.py; scripts/build_1m_flow_features.py; scripts/build_30m_regime_features.py; scripts/build_cross_venue_features.py; scripts/build_htf_context_features.py; scripts/build_multi_source_tiny_price_training_rows.py; scripts/build_tiny_macro_event_features.py; scripts/build_tiny_price_ta_labels.py; scripts/build_tiny_price_technical_features.py; scripts/build_tiny_price_training_rows.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/run_tiny_price_sweep.py,scripts,run_tiny_price_sweep.py,.py,18175,421,orchestrator,tracked,Run tiny price sweep script/module.,yes,,csv; json; os; pandas; pandas.errors; pathlib; subprocess; sys; time,csv inputs; model.json,csv reports; model.json; txt/json reports,OUTPUT_DIR; PRICE_TINY_SWEEP_FEATURE_SETS; PRICE_TINY_SWEEP_HORIZONS; PRICE_TINY_SWEEP_LOOKBACK_PROFILES; PRICE_TINY_SWEEP_MODEL_TYPES; PRICE_TINY_SWEEP_REBUILD_ROWS; PRICE_TINY_SWEEP_RUN_EVALUATE; PRICE_TINY_SWEEP_STOP_ON_ERROR; PRIMARY_VENUE; SYMBOL,paper-only/no-orders language present; promotion/champion mutation terms present; audit before operational use,scripts/backtest_pinned_tiny_price_ensemble_on_snapshots.py; scripts/bootstrap_tiny_price_champion.py; scripts/build_multi_source_tiny_price_training_rows.py; scripts/build_tiny_price_ta_labels.py; scripts/build_tiny_price_technical_features.py; scripts/build_tiny_price_training_rows.py; scripts/diagnose_tiny_price_v2_candidate.py; scripts/discover_tiny_price_technical_rules.py; scripts/evaluate_tiny_price_ensemble.py; scripts/evaluate_tiny_price_ensemble_live_predictions.py; scripts/evaluate_tiny_price_predictions.py; scripts/evaluate_tiny_price_shadow_pool.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/run_tiny_price_walk_forward.py,scripts,run_tiny_price_walk_forward.py,.py,43385,949,orchestrator,tracked,Run tiny price walk forward script/module.,yes,,csv; json; numpy; os; pandas; pandas.errors; pathlib; subprocess; sys,csv inputs,csv reports,OUTPUT_DIR; PRICE_TINY_CALIBRATION_INVERSION_MARGIN; PRICE_TINY_FLAT_BPS; PRICE_TINY_MIN_PRED_DELTA_STD_BPS; PRICE_TINY_RIDGE_L2; PRIMARY_VENUE; RANDOM_SEED; SYMBOL; WALK_FORWARD_LOGISTIC_EPOCHS; WALK_FORWARD_MIN_WINDOWS; WALK_FORWARD_STEP_ROWS; WALK_FORWARD_TEST_ROWS; WALK_FORWARD_TINY_PRICE_FEATURE_SETS; WALK_FORWARD_TINY_PRICE_HORIZONS; WALK_FORWARD_TINY_PRICE_LOOKBACK_PROFILES; WALK_FORWARD_TINY_PRICE_MODEL_TYPES; WALK_FORWARD_TINY_PRICE_THRESHOLDS; WALK_FORWARD_TRAIN_ROWS; WALK_FORWARD_VALIDATION_ROWS,paper-only/no-orders language present; promotion/champion mutation terms present; audit before operational use,scripts/backtest_pinned_tiny_price_ensemble_on_snapshots.py; scripts/bootstrap_tiny_price_champion.py; scripts/build_multi_source_tiny_price_training_rows.py; scripts/build_tiny_price_ta_labels.py; scripts/build_tiny_price_technical_features.py; scripts/build_tiny_price_training_rows.py; scripts/diagnose_tiny_price_v2_candidate.py; scripts/discover_tiny_price_technical_rules.py; scripts/evaluate_tiny_price_ensemble.py; scripts/evaluate_tiny_price_ensemble_live_predictions.py; scripts/evaluate_tiny_price_predictions.py; scripts/evaluate_tiny_price_shadow_pool.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/run_tiny_raw_calibration_shadow.py,scripts,run_tiny_raw_calibration_shadow.py,.py,23646,520,orchestrator,tracked,Paper-only raw calibration shadow overlays.,yes,,__future__; datetime; json; math; numpy; os; pandas; pathlib; run_tiny_raw_model_challenger_sweep; tiny_io; typing,csv inputs,csv reports; txt/json reports,PRIMARY_VENUE; SYMBOL; TINY_RAW_SHADOW_DECAY_SEVERE_BPS; TINY_RAW_SHADOW_GOVERNANCE_PATH; TINY_RAW_SHADOW_PAPER_CHAMPION_PATH; TINY_RAW_SHADOW_PREDICTIONS_PATH; TINY_RAW_SHADOW_PROMOTION_CLUSTERED_EVENTS; TINY_RAW_SHADOW_PROMOTION_ROWS; TINY_RAW_SHADOW_ROW_EVALUATION_PATH; TINY_RAW_SHADOW_SIDE_CONCENTRATION_LIMIT; TINY_RAW_SHADOW_SWEEP_REPORT_PATH; TINY_RAW_SHADOW_WEAK_WATCH_CLUSTERED_EVENTS; TINY_RAW_SHADOW_WEAK_WATCH_ROWS; TINY_RAW_SHADOW_WORST_BUCKET_SEVERE_BPS,paper-only/no-orders language present; promotion/champion mutation terms present; audit before operational use,docs/synthetic_calibration.md; scripts/evaluate_tiny_model_T_v1_shadow.py; scripts/evaluate_tiny_price_shadow_pool.py; scripts/evaluate_tiny_price_v2_stabilized_shadow.py; scripts/report_tiny_broader_horizon_forward_veto_shadow.py; scripts/report_tiny_broader_horizon_shadow.py; scripts/report_tiny_cross_asset_shadow.py; scripts/report_tiny_forward_veto_shadow.py; scripts/report_tiny_shadow_sample_accumulator.py; scripts/report_tiny_temporal_surface_shadow.py; scripts/show_tiny_price_shadow_pool_predictions.py; scripts/tiny/evaluate_rawseq_frozen_shadow_costs.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/run_tiny_raw_model_challenger_sweep.py,scripts,run_tiny_raw_model_challenger_sweep.py,.py,44190,956,orchestrator,tracked,Paper-only raw tiny model challenger sweep.,yes,,__future__; datetime; json; math; numpy; os; pandas; pathlib; sklearn; tiny_io; typing,csv inputs,csv reports; txt/json reports,PRIMARY_VENUE; SYMBOL; TINY_RAW_SWEEP_GOVERNANCE_PATH; TINY_RAW_SWEEP_MIN_CLUSTERED_EVENTS; TINY_RAW_SWEEP_MIN_PAPER_CHALLENGER_CLUSTERED_EVENTS; TINY_RAW_SWEEP_MIN_PAPER_CHALLENGER_ROWS; TINY_RAW_SWEEP_MIN_RECOMMENDATION_ROWS; TINY_RAW_SWEEP_MIN_VALIDATION_BUCKET_ROWS; TINY_RAW_SWEEP_MODEL_PATH; TINY_RAW_SWEEP_PREDICTIONS_PATH; TINY_RAW_SWEEP_ROW_EVALUATION_PATH; TINY_RAW_SWEEP_SNAPSHOT_PATH,paper-only/no-orders language present; promotion/champion mutation terms present; audit before operational use,scripts/backtest_10s_microstructure_model.py; scripts/backtest_offer_acceptance_model.py; scripts/evaluate_tiny_model_T_v1_shadow.py; scripts/live_3m_model_utils.py; scripts/microstructure_model_utils.py; scripts/offer_model_utils.py; scripts/predict_old_5m_model_on_recent_data.py; scripts/report_tiny_model_challenger_promotion.py; scripts/report_tiny_raw_model_governance.py; scripts/run_tiny_broader_horizon_challenger_sweep.py; scripts/run_tiny_price_sweep.py; scripts/run_tiny_temporal_surface_epoch_challenger_sweep.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/run_tiny_temporal_surface_epoch_challenger_sweep.py,scripts,run_tiny_temporal_surface_epoch_challenger_sweep.py,.py,49002,1149,orchestrator,tracked,Research-only temporal-surface epoch challenger sweep.,yes,,__future__; datetime; hashlib; json; math; numpy; os; pandas; pathlib; tiny_io; tiny_paths; typing,csv inputs,csv reports; txt/json reports,PRIMARY_VENUE; SYMBOL; TEMPORAL_EPOCH_CHALLENGER_TURNS; TEMPORAL_EPOCH_CLIP_Q_HIGH; TEMPORAL_EPOCH_CLIP_Q_LOW; TEMPORAL_EPOCH_COST_BPS; TEMPORAL_EPOCH_MAX_ABS_Z; TEMPORAL_EPOCH_MAX_BASE_FEATURES; TEMPORAL_EPOCH_MAX_CONTEXT_FEATURES; TEMPORAL_EPOCH_MAX_SURFACE_FEATURES; TEMPORAL_EPOCH_MAX_TECH_FEATURES; TEMPORAL_EPOCH_NUMERIC_EPS; TEMPORAL_EPOCH_RIDGE_ALPHA; TEMPORAL_EPOCH_SEVERE_NEGATIVE_BPS; TEMPORAL_EPOCH_WINDOW_MODE,paper-only/no-orders language present; promotion/champion mutation terms present; audit before operational use,scripts/build_tiny_temporal_surface_features.py; scripts/report_tiny_temporal_surface_freshness_alignment.py; scripts/report_tiny_temporal_surface_shadow.py; scripts/run_tiny_temporal_surface_policy_ablation.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/run_tiny_temporal_surface_policy_ablation.py,scripts,run_tiny_temporal_surface_policy_ablation.py,.py,59038,1229,orchestrator,tracked,Paper-only SOLUSDT temporal-surface policy ablation.,yes,,__future__; datetime; hashlib; json; math; numpy; os; pandas; pathlib; tiny_io; tiny_paths; typing,csv inputs,csv reports,PRIMARY_VENUE; SYMBOL; TINY_TEMPORAL_SURFACE_ABLATION_CLIP_Q_HIGH; TINY_TEMPORAL_SURFACE_ABLATION_CLIP_Q_LOW; TINY_TEMPORAL_SURFACE_ABLATION_LOGISTIC_ITERS; TINY_TEMPORAL_SURFACE_ABLATION_LOGISTIC_LR; TINY_TEMPORAL_SURFACE_ABLATION_MATERIAL_DRAWDOWN_WORSE_BPS; TINY_TEMPORAL_SURFACE_ABLATION_MAX_ABS_Z; TINY_TEMPORAL_SURFACE_ABLATION_MAX_BASE_FEATURES; TINY_TEMPORAL_SURFACE_ABLATION_MAX_CONTEXT_FEATURES; TINY_TEMPORAL_SURFACE_ABLATION_MAX_SURFACE_FEATURES; TINY_TEMPORAL_SURFACE_ABLATION_MAX_TECH_FEATURES; TINY_TEMPORAL_SURFACE_ABLATION_NUMERIC_EPS; TINY_TEMPORAL_SURFACE_ABLATION_RIDGE_ALPHA,paper-only/no-orders language present; promotion/champion mutation terms present; audit before operational use,scripts/build_tiny_temporal_surface_features.py; scripts/compare_tiny_policy_a_vs_b.py; scripts/diagnose_tiny_regime_gate_policy.py; scripts/evaluate_tiny_policy_side_diagnostics.py; scripts/evaluate_tiny_regime_gate_policy.py; scripts/evaluate_tiny_ta_reversal_gate_policy_b.py; scripts/evaluate_tiny_technical_policy_f.py; scripts/replay_stored_live_tiny_regime_policy.py; scripts/report_tiny_policy_promotion.py; scripts/report_tiny_temporal_surface_freshness_alignment.py; scripts/report_tiny_temporal_surface_shadow.py; scripts/run_tiny_temporal_surface_epoch_challenger_sweep.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/show_1s_forecast_gui.py,scripts,show_1s_forecast_gui.py,.py,26775,574,viewer,tracked,Show 1s forecast gui script/module.,yes,,datetime; html; http.server; json; numpy; os; pandas; pandas.errors; pathlib; time,csv inputs,csv reports; txt/json reports,FLOW_1S_MODEL_SELECTION; FLOW_PRESSURE_THRESHOLD; FORECAST_GUI_DEFAULT_TARGET_HORIZON_SECONDS; FORECAST_GUI_FUTURE_MAX_GAP_MS; FORECAST_GUI_HOST; FORECAST_GUI_PORT; FORECAST_GUI_REFRESH_SECONDS; FORECAST_GUI_ROWS; FORECAST_GUI_RUN_ONCE; FORECAST_GUI_STALE_SECONDS; OUTPUT_DIR; PRIMARY_VENUE; SYMBOL,paper-only/no-orders language present,scripts/evaluate_1s_forecast_log.py; scripts/evaluate_hierarchy_forecasts.py; scripts/log_hierarchy_forecast_snapshot.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/show_hierarchy_mediator_prediction.py,scripts,show_hierarchy_mediator_prediction.py,.py,6445,158,viewer,tracked,Show hierarchy mediator prediction script/module.,yes,,json; numpy; os; pandas; pandas.errors; pathlib,csv inputs; model.json,csv reports; model.json; txt/json reports,HIERARCHY_MEDIATOR_MODEL_PATH; MEDIATOR_PREDICTION_THRESHOLD; OUTPUT_DIR; PRIMARY_VENUE; SYMBOL,paper-only/no-orders language present; promotion/champion mutation terms present; audit before operational use,scripts/backtest_1m_flow_predictions.py; scripts/backtest_ensemble_predictions.py; scripts/build_hierarchy_mediator_training_rows.py; scripts/evaluate_hierarchy_forecasts.py; scripts/evaluate_tiny_price_ensemble_live_predictions.py; scripts/evaluate_tiny_price_predictions.py; scripts/label_live_3m_predictions.py; scripts/log_hierarchy_forecast_snapshot.py; scripts/refresh_tiny_price_forward_test_predictions.py; scripts/replay_tiny_price_live_predictions.py; scripts/run_live_1s_order_flow_prediction_loop.py; scripts/run_live_3m_prediction_loop.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/show_latest_10s_microstructure_prediction.py,scripts,show_latest_10s_microstructure_prediction.py,.py,27497,604,viewer,tracked,Show latest 10s microstructure prediction script/module.,yes,,hierarchical_context; microstructure_model_utils; numpy; os; pandas; pathlib; show_live_market_stack; time,csv inputs; model.json,csv reports; model.json; txt/json reports,MICROSTRUCTURE_MODEL_PATH; MICRO_ALLOW_REJECTED_CANDIDATES; MICRO_DEPTH_DISPLAY_THRESHOLD; MICRO_EVENT_PROB_TEMPERATURE; MICRO_MODEL_SELECTION; MICRO_SHOW_MAX_STALENESS_SECONDS; OUTPUT_DIR; PRIMARY_VENUE; SYMBOL,paper-only/no-orders language present; promotion/champion mutation terms present; audit before operational use,scripts/backtest_10s_microstructure_model.py; scripts/backtest_1m_flow_predictions.py; scripts/backtest_ensemble_predictions.py; scripts/build_10s_microstructure_training_rows.py; scripts/evaluate_tiny_price_ensemble_live_predictions.py; scripts/evaluate_tiny_price_predictions.py; scripts/label_live_3m_predictions.py; scripts/microstructure_model_utils.py; scripts/refresh_tiny_price_forward_test_predictions.py; scripts/replay_tiny_price_live_predictions.py; scripts/run_live_1s_order_flow_prediction_loop.py; scripts/run_live_3m_prediction_loop.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/show_latest_1s_order_flow_prediction.py,scripts,show_latest_1s_order_flow_prediction.py,.py,18747,450,viewer,tracked,Show latest 1s order flow prediction script/module.,yes,,build_1s_order_flow_training_rows; microstructure_model_utils; numpy; os; pandas; pathlib; time; train_1s_order_flow_model,csv inputs; model.json,csv reports; model.json; txt/json reports,FLOW_1S_MODEL_PATH; FLOW_1S_MODEL_SELECTION; FLOW_1S_SHOW_MAX_STALENESS_SECONDS; OUTPUT_DIR; PRIMARY_VENUE; SYMBOL,paper-only/no-orders language present,scripts/backtest_1m_flow_predictions.py; scripts/backtest_ensemble_predictions.py; scripts/build_1s_order_flow_training_rows.py; scripts/evaluate_tiny_price_ensemble_live_predictions.py; scripts/evaluate_tiny_price_predictions.py; scripts/label_live_3m_predictions.py; scripts/refresh_tiny_price_forward_test_predictions.py; scripts/replay_tiny_price_live_predictions.py; scripts/run_live_1s_order_flow_prediction_loop.py; scripts/run_live_3m_prediction_loop.py; scripts/run_realtime_kraken_multi_recorder.js; scripts/show_hierarchy_mediator_prediction.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/show_latest_live_prediction.py,scripts,show_latest_live_prediction.py,.py,5187,167,viewer,tracked,Show latest live prediction script/module.,yes,,live_3m_model_utils; numpy; os; pandas; pathlib,csv inputs,csv reports,ROWS; SYMBOL,,scripts/backtest_1m_flow_predictions.py; scripts/backtest_ensemble_predictions.py; scripts/evaluate_tiny_price_ensemble_live_predictions.py; scripts/evaluate_tiny_price_predictions.py; scripts/label_live_3m_predictions.py; scripts/refresh_tiny_price_forward_test_predictions.py; scripts/replay_tiny_price_live_predictions.py; scripts/run_live_1s_order_flow_prediction_loop.py; scripts/run_live_3m_prediction_loop.py; scripts/show_hierarchy_mediator_prediction.py; scripts/show_latest_10s_microstructure_prediction.py; scripts/show_latest_1s_order_flow_prediction.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/show_latest_offer_scores.py,scripts,show_latest_offer_scores.py,.py,9248,218,viewer,tracked,Show latest offer scores script/module.,yes,,live_3m_model_utils; numpy; offer_model_utils; os; pandas; pathlib,csv inputs; model.json,csv reports; model.json; txt/json reports,ACCEPT_THRESHOLD; MAX_OLD_PREDICTION_AGE_MS; PRIMARY_VENUE; ROUND_TRIP_COST; SYMBOL; USE_OLD_MODEL_CONTEXT,paper-only/no-orders language present,scripts/backtest_offer_acceptance_model.py; scripts/build_historical_offer_training_rows.py; scripts/build_live_offer_training_rows.py; scripts/offer_model_utils.py; scripts/show_latest_10s_microstructure_prediction.py; scripts/show_latest_1s_order_flow_prediction.py; scripts/show_latest_live_prediction.py; scripts/train_offer_acceptance_model.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
scripts/show_live_market_stack.py,scripts,show_live_market_stack.py,.py,55747,1244,viewer,tracked,Show live market stack script/module.,yes,,hierarchical_context; json; microstructure_model_utils; numpy; os; pandas; pandas.errors; pathlib; time,csv inputs; model.json,csv reports; model.json; txt/json reports,LOOP_SECONDS; MAX_3M_AGE_MS; MAX_FLOW_1S_AGE_MS; MAX_HTF_AGE_MS; MAX_MICRO_AGE_MS; MAX_REGIME_AGE_MS; MICROSTRUCTURE_MODEL_PATH; MICRO_ALLOW_REJECTED_CANDIDATES; MICRO_EVENT_PROB_TEMPERATURE; MICRO_MODEL_SELECTION; OUTPUT_DIR; PRIMARY_VENUE; STACK_LOOP_SECONDS; STACK_RUN_ONCE; SYMBOL; SYMBOLS; VENUE; VENUES,paper-only/no-orders language present; promotion/champion mutation terms present; audit before operational use,scripts/build_combined_simulated_market_dataset.py; scripts/record_realtime_market_data.js; scripts/replay_market_from_trades.py; scripts/simulate_market_microstructure.py; scripts/tiny/simulation/build_combined_simulated_market_dataset.py; scripts/tiny/simulation/simulate_market_microstructure.py,false,true,high,Generated from static scan; verify runtime-specific behavior in source before safety-critical use.
